Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Type de place;Prix minimum;Prix maximum
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;assise;24.0;113.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;CAHORS;87613000;1;Tarif Normal;assise;19.0;88.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;assise;24.0;138.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;LES AUBRAIS;87543017;1;Tarif Normal;assise;19.0;93.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;GOURDON;87613141;1;Tarif Normal;assise;18.0;71.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;assise;24.0;113.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;ARLES;87753657;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;LES AUBRAIS;87543017;1;Tarif Normal;assise;16.5;39.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;NIMES;87775007;1;Tarif Normal;assise;24.0;128.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MARMANDE;87586545;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS AUSTERLITZ;87547000;1;Tarif Normal;assise;19.0;110.0
Intercités de jour à réservation obligatoire;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;13.0;51.0
Intercités de jour à réservation obligatoire;BRIVE LA GAILLARDE;87594002;LA SOUTERRAINE;87592378;1;Tarif Normal;assise;13.0;51.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;CAHORS;87613000;1;Tarif Normal;assise;19.0;92.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;19.0;103.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;CAUSSADE TARN ET GARONNE;87613356;1;Tarif Normal;assise;24.0;97.0
Intercités de jour à réservation obligatoire;CARCASSONNE;87615286;SETE;87773200;1;Tarif Normal;assise;14.0;39.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;14.4;34.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;24.0;101.0
Intercités de jour à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;11.4;28.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;PARIS BERCY;87686667;1;Tarif Normal;assise;19.0;98.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;SOUILLAC;87594333;1;Tarif Normal;assise;19.0;84.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;ARGENTON SUR CREUSE;87597120;1;Tarif Normal;assise;7.6000000000000005;20.5
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;19.0;98.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;VIERZON VILLE;87576009;1;Tarif Normal;assise;8.0;21.5
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;18.0;65.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;CAHORS;87613000;1;Tarif Normal;assise;8.5;22.5
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;19.0;87.0
Intercités de jour à réservation obligatoire;CHATEAUROUX;87597005;SOUILLAC;87594333;1;Tarif Normal;assise;18.0;68.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;SOUILLAC;87594333;1;Tarif Normal;assise;6.1000000000000005;17.5
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;PARIS BERCY;87686667;1;Tarif Normal;assise;15.5;35.0
Intercités de jour à réservation obligatoire;CLERMONT FERRAND;87734004;NEVERS;87696005;1;Tarif Normal;assise;13.0;54.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;VIERZON VILLE;87576009;1;Tarif Normal;assise;19.0;90.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;SOUILLAC;87594333;1;Tarif Normal;assise;24.0;100.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS BERCY;87686667;1;Tarif Normal;assise;19.0;110.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS AUSTERLITZ;87547000;1;Tarif Normal;assise;18.0;61.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;BRIVE LA GAILLARDE;87594002;1;Tarif Normal;assise;13.9;33.0
Intercités de jour à réservation obligatoire;GOURDON;87613141;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;19.0;110.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS BERCY;87686667;1;Tarif Normal;assise;18.0;61.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;ISSOUDUN;87597062;1;Tarif Normal;assise;13.0;54.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;GOURDON;87613141;1;Tarif Normal;assise;19.0;87.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;VIERZON VILLE;87576009;1;Tarif Normal;assise;15.0;38.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;SOUILLAC;87594333;1;Tarif Normal;assise;16.5;38.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;LA SOUTERRAINE;87592378;1;Tarif Normal;assise;14.100000000000001;33.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;LA SOUTERRAINE;87592378;1;Tarif Normal;assise;13.0;61.0
Intercités de jour à réservation obligatoire;MARMANDE;87586545;NARBONNE;87781104;1;Tarif Normal;assise;23.0;88.0
Intercités de jour à réservation obligatoire;ISSOUDUN;87597062;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;18.0;61.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;29.0;113.0
Intercités de jour à réservation obligatoire;MARMANDE;87586545;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;CAHORS;87613000;1;Tarif Normal;assise;18.0;67.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;CAUSSADE TARN ET GARONNE;87613356;1;Tarif Normal;assise;13.0;65.0
Intercités de jour à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;22.0;66.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;SOUILLAC;87594333;1;Tarif Normal;assise;13.0;57.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;VIERZON VILLE;87576009;1;Tarif Normal;assise;18.0;59.0
Intercités de jour à réservation obligatoire;MONTPELLIER SUD DE FRANCE;87688887;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;22.0;66.0
Intercités de jour à réservation obligatoire;LA SOUTERRAINE;87592378;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;19.0;93.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;SETE;87773200;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;NARBONNE;87781104;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;15.5;35.0
Intercités de jour à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;assise;15.0;56.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;10.200000000000001;25.5
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;19.0;117.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;14.100000000000001;33.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;assise;9.0;25.0
Intercités de jour à réservation obligatoire;LES AUBRAIS;87543017;VIERZON VILLE;87576009;1;Tarif Normal;assise;11.9;29.0
Intercités de jour à réservation obligatoire;NIMES;87775007;MARMANDE;87586545;1;Tarif Normal;assise;23.0;103.0
Intercités de jour à réservation obligatoire;NIMES;87775007;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;22.0;76.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;CAHORS;87613000;1;Tarif Normal;assise;13.0;59.0
Intercités de jour à réservation obligatoire;NIMES;87775007;SETE;87773200;1;Tarif Normal;assise;11.0;29.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;SOUILLAC;87594333;1;Tarif Normal;assise;19.0;109.0
Intercités de jour à réservation obligatoire;LIMOGES BENEDICTINS;87592006;LA SOUTERRAINE;87592378;1;Tarif Normal;assise;10.200000000000001;25.5
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;19.0;120.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;20.0;134.0
Intercités de jour à réservation obligatoire;MARMANDE;87586545;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;14.0;39.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;19.0;90.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;VIERZON VILLE;87576009;1;Tarif Normal;assise;18.0;56.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;23.0;103.0
Intercités de jour à réservation obligatoire;PARIS AUSTERLITZ;87547000;VICHY;87732008;1;Tarif Normal;assise;19.0;90.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;CAHORS;87613000;1;Tarif Normal;assise;19.0;114.0
Intercités de jour à réservation obligatoire;MARSEILLE ST CHARLES;87751008;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;23.0;103.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;VIERZON VILLE;87576009;1;Tarif Normal;assise;18.0;56.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;SAINCAIZE;87696260;1;Tarif Normal;assise;18.0;67.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;SETE;87773200;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;CAHORS;87613000;1;Tarif Normal;assise;19.0;114.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;19.0;90.0
Intercités de jour à réservation obligatoire;MONTAUBAN VILLE BOURBON;87611244;VIERZON VILLE;87576009;1;Tarif Normal;assise;24.0;105.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;19.0;120.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;VIERZON VILLE;87576009;1;Tarif Normal;assise;18.0;56.0
Intercités de jour à réservation obligatoire;MONTPELLIER SAINT-ROCH;87773002;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;SOUILLAC;87594333;1;Tarif Normal;assise;19.0;109.0
Intercités de jour à réservation obligatoire;SOUILLAC;87594333;CAHORS;87613000;1;Tarif Normal;assise;10.3;26.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;PARIS BERCY;87686667;1;Tarif Normal;assise;18.0;64.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;20.0;134.0
Intercités de jour à réservation obligatoire;SOUILLAC;87594333;VIERZON VILLE;87576009;1;Tarif Normal;assise;19.0;88.0
Intercités de jour à réservation obligatoire;NEVERS;87696005;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;18.0;64.0
Intercités de jour à réservation obligatoire;SETE;87773200;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;18.0;66.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;CHATEAUROUX;87597005;1;Tarif Normal;assise;13.0;57.0
Intercités de jour à réservation obligatoire;NIMES;87775007;ARLES;87753657;1;Tarif Normal;assise;9.0;25.0
Intercités de jour à réservation obligatoire;ST GERMAIN DES FOSSES;87732206;SAINCAIZE;87696260;1;Tarif Normal;assise;12.0;33.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;LIMOGES BENEDICTINS;87592006;1;Tarif Normal;assise;10.200000000000001;25.5
Intercités de jour à réservation obligatoire;NIMES;87775007;NARBONNE;87781104;1;Tarif Normal;assise;14.0;39.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;ARGENTON SUR CREUSE;87597120;1;Tarif Normal;assise;13.0;53.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;PARIS AUSTERLITZ;87547000;1;Tarif Normal;assise;19.0;101.0
Intercités de jour à réservation obligatoire;PARIS BERCY;87686667;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;20.0;134.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;BRIVE LA GAILLARDE;87594002;1;Tarif Normal;assise;8.5;22.5
Intercités de jour à réservation obligatoire;UZERCHE;87594200;PARIS BERCY;87686667;1;Tarif Normal;assise;19.0;101.0
Intercités de jour à réservation obligatoire;PARIS GARE DE LYON;87686006;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;19.0;90.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;CAHORS;87613000;1;Tarif Normal;assise;16.5;38.0
Intercités de jour à réservation obligatoire;VIERZON VILLE;87576009;CAHORS;87613000;1;Tarif Normal;assise;19.0;96.0
Intercités de jour à réservation obligatoire;RIOM CHATEL GUYON;87734053;SAINCAIZE;87696260;1;Tarif Normal;assise;12.0;40.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;ISSOUDUN;87597062;1;Tarif Normal;assise;13.0;61.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;LYON VAISE;87721001;2;Tarif Normal;assise;15.0;79.0
Intercités de jour à réservation obligatoire;SAINCAIZE;87696260;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;10.100000000000001;25.5
Intercités de jour à réservation obligatoire;UZERCHE;87594200;PARIS GARE DE LYON;87686006;1;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;MOULINS SUR ALLIER;87696328;2;Tarif Normal;assise;20.0;55.0
Intercités de jour à réservation obligatoire;SOUILLAC;87594333;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;16.5;55.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;SOUILLAC;87594333;1;Tarif Normal;assise;11.700000000000001;28.5
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;NEVERS;87696005;2;Tarif Normal;assise;15.0;51.0
Intercités de jour à réservation obligatoire;ST GERMAIN DES FOSSES;87732206;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;8.3;22.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;LYON PERRACHE;87722025;2;Tarif Normal;assise;15.0;79.0
Intercités de jour sans réservation obligatoire;ARVANT;87734251;BANASSAC LA CANOURGUE;87783324;2;Tarif Normal;assise;10.0;29.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;GOURDON;87613141;1;Tarif Normal;assise;13.600000000000001;32.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;ST GERMAIN DES FOSSES;87732206;2;Tarif Normal;assise;20.0;62.0
Intercités de jour sans réservation obligatoire;ARVANT;87734251;CAMPAGNAC ST GENIEZ;87783340;2;Tarif Normal;assise;10.0;30.0
Intercités de jour à réservation obligatoire;UZERCHE;87594200;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;assise;13.0;58.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;ST PIERRE DES CORPS;87571240;2;Tarif Normal;assise;11.4;20.5
Intercités de jour sans réservation obligatoire;ARVANT;87734251;MILLAU;87783001;2;Tarif Normal;assise;10.0;36.0
Intercités de jour à réservation obligatoire;VIERZON VILLE;87576009;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;20.0;120.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;VIERZON VILLE;87576009;2;Tarif Normal;assise;10.0;36.0
Intercités de jour sans réservation obligatoire;AUMONT AUBRAC;87783266;CAMPAGNAC ST GENIEZ;87783340;2;Tarif Normal;assise;8.7;15.5
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;LYON PART DIEU;87723197;2;Tarif Normal;assise;15.0;79.0
Intercités de jour sans réservation obligatoire;ARVANT;87734251;LE MONASTIER;87783308;2;Tarif Normal;assise;10.0;26.0
Intercités de jour sans réservation obligatoire;AUMONT AUBRAC;87783266;MILLAU;87783001;2;Tarif Normal;assise;9.3;18.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;ROANNE;87726802;2;Tarif Normal;assise;20.0;67.0
Intercités de jour sans réservation obligatoire;ARVANT;87734251;MAGALAS;87781666;2;Tarif Normal;assise;15.0;50.0
Intercités de jour sans réservation obligatoire;AUMONT AUBRAC;87783266;ST ROME DE CERNON;87783431;2;Tarif Normal;assise;10.0;22.0
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;SAUMUR;87487603;2;Tarif Normal;assise;9.1;10.0
Intercités de jour sans réservation obligatoire;ARVANT;87734251;MASSIAC BLESLE;87734871;2;Tarif Normal;assise;5.5;10.0
Intercités de jour sans réservation obligatoire;BANASSAC LA CANOURGUE;87783324;MILLAU;87783001;2;Tarif Normal;assise;6.8;12.4
Intercités de jour sans réservation obligatoire;ANGERS ST LAUD;87484006;TOURS;87571000;2;Tarif Normal;assise;11.4;20.5
Intercités de jour sans réservation obligatoire;ARVANT;87734251;TOURNEMIRE ROQUEFORT;87783456;2;Tarif Normal;assise;10.0;39.0
